id,url,title,item_type,conference,year,abstract,paper_url,openreview_url,poster_url,slides_url,threat_pred,context_pred,techniques_pred,industries_pred,context,threat,context_alt,threat_alt,threat_disagreement_assessment,context_disagreement_assessment
242,https://neurips.cc/virtual/2022/poster/53608,Improving Certified Robustness via Statistical Learning with Logical Reasoning,Poster,NeurIPS,2022,"Intensive algorithmic efforts have been made to enable the rapid improvements of certificated robustness for complex ML models recently. However, current robustness certification methods are only able to certify under a limited perturbation radius. Given that existing pure data-driven statistical approaches have reached a bottleneck, in this paper, we propose to integrate statistical ML models with knowledge (expressed as logical rules) as a reasoning component using Markov logic networks (MLN), so as to further improve the overall certified robustness. This opens new research questions about certifying the robustness of such a paradigm, especially the reasoning component (e.g., MLN). As the first step towards understanding these questions, we first prove that the computational complexity of certifying the robustness of MLN is #P-hard. Guided by this hardness result, we then derive the first certified robustness bound for MLN by carefully analyzing different model regimes. Finally, we conduct extensive experiments on five datasets including both high-dimensional images and natural language texts, and we show that the certified robustness with knowledge-based logical reasoning indeed significantly outperforms that of the state-of-the-arts.",,https://openreview.net/forum?id=fY6OzqOiTnu,https://neurips.cc/virtual/2022/poster/53608,https://neurips.cc/virtual/2022/poster/53608,Robustness,Defence,"['Certified robustness', 'Statistical learning', 'Logical reasoning', 'Markov logic networks', 'Computational complexity']",Not clear,,,,,,
245,https://neurips.cc/virtual/2022/poster/54117,A Geometric Perspective on Variational Autoencoders,Poster,NeurIPS,2022,This paper introduces a new interpretation of the Variational Autoencoder framework by taking a fully geometric point of view. We argue that vanilla VAE models unveil naturally a Riemannian structure in their latent space and that taking into consideration those geometrical aspects can lead to better interpolations and an improved generation procedure. This new proposed sampling method consists in sampling from the uniform distribution deriving intrinsically from the learned Riemannian latent space and we show that using this scheme can make a vanilla VAE competitive and even better than more advanced versions on several benchmark datasets. Since generative models are known to be sensitive to the number of training samples we also stress the method's robustness in the low data regime.,,https://openreview.net/forum?id=PBmJC6rDnR6,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/54117.png?t=1668105180.9373057,https://neurips.cc/virtual/2022/poster/54117,Not relevant,Defence,"['variational autoencoder', 'Riemannian structure', 'Latent space', 'Generative Models', 'Interpolations', 'Sampling method']",,,,,,,
249,https://neurips.cc/virtual/2022/poster/52782,Gradient Descent Is Optimal Under Lower Restricted Secant Inequality And Upper Error Bound,Poster,NeurIPS,2022,"The study of first-order optimization is sensitive to the assumptions made on the objective functions.These assumptions induce complexity classes which play a key role in worst-case analysis, includingthe fundamental concept of algorithm optimality. Recent work argues that strong convexity andsmoothness—popular assumptions in literature—lead to a pathological definition of the conditionnumber. Motivated by this result, we focus on the class of functionssatisfying a lower restricted secant inequality and an upper error bound. On top of being robust tothe aforementioned pathological behavior and including some non-convex functions, this pair ofconditions displays interesting geometrical properties. In particular, the necessary and sufficientconditions to interpolate a set of points and their gradients within the class can be separated intosimple conditions on each sampled gradient. This allows the performance estimation problem (PEP) to be solved analytically, leading to a lower boundon the convergence rate that proves gradient descent to be exactly optimal on this class of functionsamong all first-order algorithms.",,https://openreview.net/forum?id=s1yaWFDLxVG,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/52782.png?t=1669326553.4127274,https://neurips.cc/virtual/2022/poster/52782,Not relevant,Not relevant,"['gradient descent', 'first-order optimization', 'objective functions', 'complexity classes', 'condition number', 'strong convexity', 'smoothness', 'lower restricted secant inequality', 'upper error bound', 'non-convex functions', 'performance estimation problem', 'convergence rate']",,,,,,,
259,https://neurips.cc/virtual/2022/poster/53619,No Free Lunch from Deep Learning in Neuroscience: A Case Study through Models of the Entorhinal-Hippocampal Circuit,Poster,NeurIPS,2022,"Research in Neuroscience, as in many scientific disciplines, is undergoing a renaissance based on deep learning. Unique to Neuroscience, deep learning models can be used not only as a tool but interpreted as models of the brain. The central claims of recent deep learning-based models of brain circuits are that they make novel predictions about neural phenomena or shed light on the fundamental functions being optimized. We show, through the case-study of grid cells in the entorhinal-hippocampal circuit, that one may get neither. We begin by reviewing the principles of grid cell mechanism and function obtained from first-principles modeling efforts, then rigorously examine the claims of deep learning models of grid cells. Using large-scale hyperparameter sweeps and theory-driven experimentation, we demonstrate that the results of such models may be more strongly driven by particular, non-fundamental, and post-hoc implementation choices than fundamental truths about neural circuits or the loss function(s) they might optimize. We discuss why these models cannot be expected to produce accurate models of the brain without the addition of substantial amounts of inductive bias, an informal No Free Lunch result for Neuroscience. Based on first principles work, we provide hypotheses for what additional loss functions will produce grid cells more robustly. In conclusion, caution and consideration, together with biological knowledge, are warranted in building and interpreting deep learning models in Neuroscience.",,https://openreview.net/forum?id=syU-XvinTI1,https://neurips.cc/virtual/2022/poster/53619,https://neurips.cc/virtual/2022/poster/53619,Not relevant,Not relevant,"['deep learning', 'neuroscience', 'brain circuits', 'grid cells', 'entorhinal-hippocampal circuit', 'hyperparameter sweeps', 'inductive bias']",['neuroscience'],,,,,,
264,https://neurips.cc/virtual/2022/poster/55339,Stochastic Adaptive Activation Function,Poster,NeurIPS,2022,"The simulation of human neurons and neurotransmission mechanisms has been realized in deep neural networks based on the theoretical implementations of activation functions. However, recent studies have reported that the threshold potential of neurons exhibits different values according to the locations and types of individual neurons, and that the activation functions have limitations in terms of representing this variability. Therefore, this study proposes a simple yet effective activation function that facilitates different thresholds and adaptive activations according to the positions of units and the contexts of inputs. Furthermore, the proposed activation function mathematically exhibits a more generalized form of Swish activation function, and thus we denoted it as Adaptive SwisH (ASH). ASH highlights informative features that exhibit large values in the top percentiles in an input, whereas it rectifies low values. Most importantly, ASH exhibits trainable, adaptive, and context-aware properties compared to other activation functions. Furthermore, ASH represents general formula of the previously studied activation function and provides a reasonable mathematical background for the superior performance. To validate the effectiveness and robustness of ASH, we implemented ASH into many deep learning models for various tasks, including classification, detection, segmentation, and image generation. Experimental analysis demonstrates that our activation function can provide the benefits of more accurate prediction and earlier convergence in many deep learning applications.",,https://openreview.net/forum?id=wtuYr8_KhyM,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/8a0e1141fd37fa5b98d5bb769ba1a7cc.png?t=1667462280.1818702,https://neurips.cc/virtual/2022/poster/55339,Not relevant,Not relevant,"['Stochastic', 'Adaptive', 'Activation Function', 'Deep Neural Networks', 'Threshold potential', 'Neurons', 'Transmission mechanisms', 'Variability', 'Swish activation function', 'Classification', 'Detection', 'Segmentation', 'Image generation']",,,,,,,
269,https://neurips.cc/virtual/2022/poster/54292,Learning to Drop Out: An Adversarial Approach to Training Sequence VAEs,Poster,NeurIPS,2022,"In principle, applying variational autoencoders (VAEs) to sequential data offers a method for controlled sequence generation, manipulation, and structured representation learning. However, training sequence VAEs is challenging: autoregressive decoders can often explain the data without utilizing the latent space, known as posterior collapse. To mitigate this, state-of-the-art models ",,https://openreview.net/forum?id=wmdbwZz65FM,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/2afc4dfb14e55c6face649a1d0c1025b.png?t=1666470479.9798782,https://neurips.cc/virtual/2022/poster/54292,Not relevant,Defence,"['Sequential data', 'Variational autoencoders (VAEs)', 'Controlled sequence generation', 'Manipulation', 'Structured representation learning', 'Autoregressive decoders', 'Latent space', 'Posterior collapse']",Not Clear,Not relevant,Not relevant,,,,
279,https://neurips.cc/virtual/2022/poster/53057,Learning Robust Dynamics through Variational Sparse Gating,Poster,NeurIPS,2022,"Learning world models from their sensory inputs enables agents to plan for actions by imagining their future outcomes. World models have previously been shown to improve sample-efficiency in simulated environments with few objects, but have not yet been applied successfully to environments with many objects. In environments with many objects, often only a small number of them are moving or interacting at the same time. In this paper, we investigate integrating this inductive bias of sparse interactions into the latent dynamics of world models trained from pixels. First, we introduce Variational Sparse Gating (VSG), a latent dynamics model that updates its feature dimensions sparsely through stochastic binary gates. Moreover, we propose a simplified architecture Simple Variational Sparse Gating (SVSG) that removes the deterministic pathway of previous models, resulting in a fully stochastic transition function that leverages the VSG mechanism. We evaluate the two model architectures in the BringBackShapes (BBS) environment that features a large number of moving objects and partial observability, demonstrating clear improvements over prior models.",,https://openreview.net/forum?id=49TS-pwQWBa,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/53057.png?t=1669128619.6405094,https://neurips.cc/virtual/2022/poster/53057,Not relevant,Other aspects,"['World models', 'Sample-efficiency', 'Simulated environments', 'Inductive bias', 'Sparse interactions', 'Latent dynamics', 'Variational sparse gating', 'Stochastic binary gates', 'Partial observability']",,,,,,,
286,https://neurips.cc/virtual/2022/poster/55121,TANGO: Text-driven Photorealistic and Robust 3D Stylization via Lighting Decomposition,Poster,NeurIPS,2022,"Creation of 3D content by stylization is a promising yet challenging problem in computer vision and graphics research. In this work, we focus on stylizing photorealistic appearance renderings of a given surface mesh of arbitrary topology. Motivated by the recent surge of cross-modal supervision of the Contrastive Language-Image Pre-training (CLIP) model, we propose TANGO, which transfers the appearance style of a given 3D shape according to a text prompt in a photorealistic manner. Technically, we propose to disentangle the appearance style as the spatially varying bidirectional reflectance distribution function, the local geometric variation, and the lighting condition, which are jointly optimized, via supervision of the CLIP loss, by a spherical Gaussians based differentiable renderer. As such, TANGO enables photorealistic 3D style transfer by automatically predicting reflectance effects even for bare, low-quality meshes, without training on a task-specific dataset. Extensive experiments show that TANGO outperforms existing methods of text-driven 3D style transfer in terms of photorealistic quality, consistency of 3D geometry, and robustness when stylizing low-quality meshes. Our codes and results are available at our project webpage https://cyw-3d.github.io/tango/.",,https://openreview.net/forum?id=zbuq101sCNV,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/39027dfad5138c9ca0c474d71db915c3.png?t=1667723881.6190128,https://neurips.cc/virtual/2022/poster/55121,Not relevant,Not relevant,"['3D content creation', 'stylization', 'photorealistic appearance', 'Contrastive Language-Image Pre-training (CLIP)', 'bidirectional reflectance distribution function', 'differentiable renderer']",[],,,,,,
297,https://neurips.cc/virtual/2022/poster/54252,SnAKe: Bayesian Optimization with Pathwise Exploration,Poster,NeurIPS,2022,"""Bayesian Optimization is a very effective tool for optimizing expensive black-box functions. Inspired by applications developing and characterizing reaction chemistry using droplet microfluidic reactors, we consider a novel setting where the expense of evaluating the function can increase significantly when making large input changes between iterations. We further assume we are working asynchronously, meaning we have to decide on new queries before we finish evaluating previous experiments. This paper investigates the problem and introduces 'Sequential Bayesian Optimization via Adaptive Connecting Samples' (SnAKe), which provides a solution by considering large batches of queries and preemptively building optimization paths that minimize input costs. We investigate some convergence properties and empirically show that the algorithm is able to achieve regret similar to classical Bayesian Optimization algorithms in both the synchronous and asynchronous settings, while reducing the input costs significantly. We show the method is robust to the choice of its single hyper-parameter and provide a parameter-free alternative.""",,https://openreview.net/forum?id=QudXypzItbt,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/54252.png?t=1668181140.2504914,https://neurips.cc/virtual/2022/poster/54252,Not relevant,Not relevant,"['Bayesian Optimization', 'Pathwise Exploration', 'black-box functions', 'droplet microfluidic reactors', 'Sequential Bayesian Optimization', 'Adaptive Connecting Samples', 'SnAKe', 'regret', 'synchronous', 'asynchronous', 'input costs']",['Chemistry'],,,,,,
302,https://neurips.cc/virtual/2022/poster/54934,OST: Improving Generalization of DeepFake Detection via One-Shot Test-Time Training,Poster,NeurIPS,2022,"State-of-the-art deepfake detectors perform well in identifying forgeries when they are evaluated on a test set similar to the training set, but struggle to maintain good performance when the test forgeries exhibit different characteristics from the training images e.g., forgeries are created by unseen deepfake methods. Such a weak generalization capability hinders the applicability of deepfake detectors. In this paper, we introduce a new learning paradigm specially designed for the generalizable deepfake detection task. Our key idea is to construct a test-sample-specific auxiliary task to update the model before applying it to the sample. Specifically, we synthesize pseudo-training samples from each test image and create a test-time training objective to update the model. Moreover, we proposed to leverage meta-learning to ensure that a fast single-step test-time gradient descent, dubbed one-shot test-time training (OST), can be sufficient for good deepfake detection performance. Extensive results across several benchmark datasets demonstrate that our approach performs favorably against existing arts in terms of generalization to unseen data and robustness to different post-processing steps. ",,https://openreview.net/forum?id=YPoRoad6gzY,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/c60d870eaad6a3946ab3e8734466e532.png?t=1667485515.0708807,https://neurips.cc/virtual/2022/poster/54934,Robustness,Defence,"['deepfake detection', 'generalization', 'test-time training', 'meta-learning', 'robustness', 'post-processing']",,,,,,,
317,https://neurips.cc/virtual/2022/poster/54421,A Closer Look at the Adversarial Robustness of Deep Equilibrium Models,Poster,NeurIPS,2022,"Deep equilibrium models (DEQs) refrain from the traditional layer-stacking paradigm and turn to find the fixed point of a single layer. DEQs have achieved promising performance on different applications with featured memory efficiency. At the same time, the adversarial vulnerability of DEQs raises concerns. Several works propose to certify robustness for monotone DEQs. However, limited efforts are devoted to studying empirical robustness for general DEQs. To this end, we observe that an adversarially trained DEQ requires more forward steps to arrive at the equilibrium state, or even violates its fixed-point structure. Besides, the forward and backward tracks of DEQs are misaligned due to the black-box solvers. These facts cause gradient obfuscation when applying the ready-made attacks to evaluate or adversarially train DEQs. Given this, we develop approaches to estimate the intermediate gradients of DEQs and integrate them into the attacking pipelines. Our approaches facilitate fully white-box evaluations and lead to effective adversarial defense for DEQs. Extensive experiments on CIFAR-10 validate the adversarial robustness of DEQs competitive with deep networks of similar sizes.",,https://openreview.net/forum?id=_WHs1ruFKTD,https://neurips.cc/virtual/2022/poster/54421,https://neurips.cc/virtual/2022/poster/54421,Evasion,Defence,"['Deep equilibrium models (DEQs)', 'Adversarial robustness', 'Deep networks', 'Fixed point', 'Empirical robustness', 'Adversarially trained DEQs', 'Gradient obfuscation', 'Intermediate gradients']",,Defence,Evasion,,,,
320,https://neurips.cc/virtual/2022/poster/55037,Robust Calibration with Multi-domain Temperature Scaling,Poster,NeurIPS,2022,"Uncertainty quantification is essential for the reliable deployment of machine learning models to high-stakes application domains. Uncertainty quantification is all the more challenging when training distribution and test distribution are different, even if the distribution shifts are mild. Despite the ubiquity of distribution shifts in real-world applications, existing uncertainty quantification approaches mainly study the in-distribution setting where the train and test distributions are the same. In this paper, we develop a systematic calibration model to handle distribution shifts by leveraging data from multiple domains. Our proposed method---multi-domain temperature scaling---uses the heterogeneity in the domains to improve calibration robustness under distribution shift. Through experiments on three benchmark data sets, we find our proposed method outperforms existing methods as measured on both in-distribution and out-of-distribution test sets. ",,https://openreview.net/forum?id=UZJHudsQ7d,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/55037.png?t=1669010496.29012,https://neurips.cc/virtual/2022/poster/55037,Robustness,Defence,"['uncertainty quantification', 'distribution shift', 'multi-domain temperature scaling', 'calibration', 'machine learning']",,,,,,,
321,https://neurips.cc/virtual/2022/poster/55034,Trading off Image Quality for Robustness is not Necessary with Regularized Deterministic Autoencoders,Poster,NeurIPS,2022,"The susceptibility of Variational Autoencoders (VAEs) to adversarial attacks indicates the necessity to evaluate the robustness of the learned representations along with the generation performance. The vulnerability of VAEs has been attributed to the limitations associated with their variational formulation. Deterministic autoencoders could overcome the practical limitations associated with VAEs and offer a promising alternative for image generation applications. In this work, we propose an adversarially robust deterministic autoencoder with superior performance in terms of both generation and robustness of the learned representations. We introduce a regularization scheme to incorporate adversarially perturbed data points to the training pipeline without increasing the computational complexity or compromising the generation fidelity by leveraging a loss based on the two-point Kolmogorov–Smirnov test between representations. We conduct extensive experimental studies on popular image benchmark datasets to quantify the robustness of the proposed approach based on the adversarial attacks targeted at VAEs. Our empirical findings show that the proposed method achieves significant performance in both robustness and fidelity when compared to the robust VAE models.",,https://openreview.net/forum?id=9YasTgzma8c,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/9978b7063e297d84bb2ac8e46c1c845f.png?t=1666622692.9629083,https://neurips.cc/virtual/2022/poster/55034,Robustness,Defence,"['Variational Autoencoders', 'Deterministic Autoencoders', 'Adversarially robust', 'Regularization', 'Two-point Kolmogorov-Smirnov test']",,Defence,Evasion,Other aspects,Robustness,,
334,https://neurips.cc/virtual/2022/poster/55347,Learning Multi-resolution Functional Maps with Spectral Attention for Robust Shape Matching,Poster,NeurIPS,2022,"In this work, we present a novel non-rigid shape matching framework based on multi-resolution functional maps with spectral attention. Existing functional map learning methods all rely on the critical choice of the spectral resolution hyperparameter, which can severely affect the overall accuracy or lead to overfitting, if not chosen carefully. In this paper, we show that spectral resolution tuning can be alleviated by introducing spectral attention. Our framework is applicable in both supervised and unsupervised settings, and we show that it is possible to train the network so that it can adapt the spectral resolution, depending on the given shape input. More specifically, we propose to compute multi-resolution functional maps that characterize correspondence across a range of spectral resolutions, and introduce a spectral attention network that helps to combine this representation into a single coherent final correspondence. Our approach is not only accurate with near-isometric input, for which a high spectral resolution is typically preferred, but also robust and able to produce reasonable matching even in the presence of significant non-isometric distortion, which poses great challenges to existing methods. We demonstrate the superior performance of our approach through experiments on a suite of challenging near-isometric and non-isometric shape matching benchmarks.",,https://openreview.net/forum?id=2EwEWrNADpT,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/3a066bda8c96b9478bb0512f0a43028c.png?t=1666727145.4437401,https://neurips.cc/virtual/2022/poster/55347,Robustness,Defence,"['Multi-resolution functional maps', 'Spectral attention', 'Robust shape matching', 'Functional map learning', 'Spectral resolution tuning', 'Non-rigid shape matching']",,,,,,,
335,https://neurips.cc/virtual/2022/poster/55138,Multi-Instance Causal Representation Learning for Instance Label Prediction and Out-of-Distribution Generalization,Poster,NeurIPS,2022,"Multi-instance learning (MIL) deals with objects represented as bags of instances and can predict instance labels from bag-level supervision. However, significant performance gaps exist between instance-level MIL algorithms and supervised learners since the instance labels are unavailable in MIL. Most existing MIL algorithms tackle the problem by treating multi-instance bags as harmful ambiguities and predicting instance labels by reducing the supervision inexactness. This work studies MIL from a new perspective by considering bags as auxiliary information, and utilize it to identify instance-level causal representations from bag-level weak supervision. We propose the CausalMIL algorithm, which not only excels at instance label prediction but also provides robustness to distribution change by synergistically integrating MIL with identifiable variational autoencoder. Our approach is based on a practical and general assumption: the prior distribution over the instance latent representations belongs to the non-factorized exponential family conditioning on the multi-instance bags. Experiments on synthetic and real-world datasets demonstrate that our approach significantly outperforms various baselines on instance label prediction and out-of-distribution generalization tasks.",,https://openreview.net/forum?id=2ktj0977QGO,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/270edd69788dce200a3b395a6da6fdb7.png?t=1666258573.5564873,https://neurips.cc/virtual/2022/poster/55138,Robustness,Defence,"['Multi-instance learning', 'Instance label prediction', 'Out-of-distribution generalization', 'Causal representation', 'Identifiable variational autoencoder']",,,,,,,
338,https://neurips.cc/virtual/2022/poster/53563,Unsupervised Point Cloud Completion and Segmentation by Generative Adversarial Autoencoding Network,Poster,NeurIPS,2022,"Most existing point cloud completion methods assume the input partial point cloud is clean, which is not practical in practice, and are Most existing point cloud completion methods assume the input partial point cloud is clean, which is not the case in practice, and are generally based on supervised learning. In this paper, we present an unsupervised generative adversarial autoencoding network, named UGAAN, which completes the partial point cloud contaminated by surroundings from real scenes and cutouts the object simultaneously, only using artificial CAD models as assistance. The generator of UGAAN learns to predict the complete point clouds on real data from both the discriminator and the autoencoding process of artificial data. The latent codes from generator are also fed to discriminator which makes encoder only extract object features rather than noises. We also devise a refiner for generating better complete cloud with a segmentation module to separate the object from background. We train our UGAAN with one real scene dataset and evaluate it with the other two. Extensive experiments and visualization demonstrate our superiority, generalization and robustness. Comparisons against the previous method show that our method achieves the state-of-the-art performance on unsupervised point cloud completion and segmentation on real data. ",,https://openreview.net/forum?id=2jTCojmmh82,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/53563.png?t=1669024569.247076,https://neurips.cc/virtual/2022/poster/53563,Robustness,Defence,"['Point Cloud Completion', 'Segmentation', 'Generative Adversarial Autoencoding Network', 'Unsupervised learning', 'CAD models', 'Latent codes', 'Discriminator', 'Encoder']",,Not relevant,Not relevant,,,Arguable,Wrong
339,https://neurips.cc/virtual/2022/poster/54243,EvenNet: Ignoring Odd-Hop Neighbors Improves Robustness of Graph Neural Networks,Poster,NeurIPS,2022,"Graph Neural Networks (GNNs) have received extensive research attention for their promising performance in graph machine learning. Despite their extraordinary predictive accuracy, existing approaches, such as GCN and GPRGNN, are not robust in the face of homophily changes on test graphs, rendering these models vulnerable to graph structural attacks and with limited capacity in generalizing to graphs of varied homophily levels. Although many methods have been proposed to improve the robustness of GNN models, most of these techniques are restricted to the spatial domain and employ complicated defense mechanisms, such as learning new graph structures or calculating edge attentions. In this paper, we study the problem of designing simple and robust GNN models in the spectral domain. We propose EvenNet, a spectral GNN corresponding to an even-polynomial graph filter. Based on our theoretical analysis in both spatial and spectral domains, we demonstrate that EvenNet outperforms full-order models in generalizing across homophilic and heterophilic graphs, implying that ignoring odd-hop neighbors improves the robustness of GNNs.  We conduct experiments on both synthetic and real-world datasets to demonstrate the effectiveness of EvenNet. Notably, EvenNet outperforms existing defense models against structural attacks without introducing additional computational costs and maintains competitiveness in traditional node classification tasks on homophilic and heterophilic graphs.",,https://openreview.net/forum?id=SPoiDLr3WE7,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/54243.png?t=1668688199.856389,https://neurips.cc/virtual/2022/poster/54243,Robustness,Defence,"['Graph Neural Networks', 'homophily changes', 'graph structural attacks', 'generalizing to graphs of varied homophily levels', 'spectral domain', 'EvenNet', 'even-polynomial graph filter', 'node classification tasks']",,,,,,,
341,https://neurips.cc/virtual/2022/poster/54645,ComGAN: Unsupervised Disentanglement and Segmentation via Image Composition,Poster,NeurIPS,2022,"We propose ComGAN, a simple unsupervised generative model, which simultaneously generates realistic images and high semantic masks under an adversarial loss and a binary regularization. In this paper, we first investigate two kinds of trivial solutions in the compositional generation process, and demonstrate their source is vanishing gradients on the mask. Then, we solve trivial solutions from the perspective of architecture. Furthermore, we redesign two fully unsupervised modules based on ComGAN (DS-ComGAN), where the disentanglement module associates the foreground, background and mask with three independent variables, and the segmentation module learns object segmentation. Experimental results show that (i) ComGAN's network architecture effectively avoids trivial solutions without any supervised information and regularization; (ii) DS-ComGAN achieves remarkable results and outperforms existing semi-supervised and weakly supervised methods by a large margin in both the image disentanglement and unsupervised segmentation tasks. It implies that the redesign of ComGAN is a possible direction for future unsupervised work.",,https://openreview.net/forum?id=0xbhGxgzd1t,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/71a8b2ffe0b594a5c1b3c28090384fd7.png?t=1666066022.7663674,https://neurips.cc/media/neurips-2022/Slides/54645.pdf,Not relevant,Defence,"['unsupervised', 'generative model', 'adversarial loss', 'binary regularization', 'disentanglement', 'segmentation', 'image composition']",,Not relevant,Not relevant,,,,
377,https://neurips.cc/virtual/2022/workshop/50012,Robustness in Sequence Modeling,Workshop,NeurIPS,2022,"As machine learning models find increasing use in the real world, ensuring their safe and reliable deployment depends on ensuring their robustness to distribution shift. This is especially true for sequential data, which occurs naturally in various data domains such as natural language processing, healthcare, computational biology, and finance. However, building models for sequence data which are robust to distribution shifts presents a unique challenge. Sequential data are often discrete rather than continuous, exhibit difficult to characterize distributions, and can display a much greater range of types of distributional shifts. Although many methods for improving model robustness exist for imaging or tabular data, extending these methods to sequential data is a challenging research direction that often requires fundamentally different techniques.",,,https://neurips.cc/virtual/2022/workshop/50012,https://neurips.cc/virtual/2022/workshop/50012,Robustness,Defence,"['Robustness', 'Sequence Modeling', 'Machine Learning', 'Distribution Shift', 'Discrete Data', 'Natural Language Processing', 'Healthcare', 'Computational Biology', 'Finance']","['Natural Language Processing', 'Healthcare', 'Computational Biology', 'Finance']",,,,,,
392,https://neurips.cc/virtual/2022/workshop/49986,Workshop on Machine Learning Safety,Workshop,NeurIPS,2022,"Designing systems to operate safely in real-world settings is a topic of growing interest in machine learning. As ML becomes more capable and widespread, long-term and long-tail safety risks will grow in importance. To make the adoption of ML more beneficial, various aspects of safety engineering and oversight need to be proactively addressed by the research community. This workshop will bring together researchers from machine learning communities to focus on research topics in Robustness, Monitoring, Alignment, and Systemic Safety. ",,,https://neurips.cc/virtual/2022/workshop/49986,https://neurips.cc/virtual/2022/workshop/49986,Not relevant,Other aspects,"['Machine Learning Safety', 'Robustness', 'Monitoring', 'Alignment', 'Systemic Safety']",Not Clear,,,,,,
412,https://neurips.cc/virtual/2022/workshop/49997,5th Robot Learning Workshop: Trustworthy Robotics,Workshop,NeurIPS,2022,"Machine learning (ML) has been one of the premier drivers of recent advances in robotics research and has made its way into impacting several real-world robotic applications in unstructured and human-centric environments, such as transportation, healthcare, and manufacturing. At the same time, robotics has been a key motivation for numerous research problems in artificial intelligence research, from efficient algorithms to robust generalization of decision models. However, there are still considerable obstacles to fully leveraging state-of-the-art ML in real-world robotics applications. For capable robots equipped with ML models, guarantees on the robustness and additional analysis of the social implications of these models are required for their utilization in real-world robotic domains that interface with humans (e.g. autonomous vehicles, and tele-operated or assistive robots).",,,https://neurips.cc/virtual/2022/workshop/49997,https://neurips.cc/virtual/2022/workshop/49997,Robustness,Defence,"['Robustness', 'Social implications', 'Real-world robotics applications', 'Trustworthy Robotics', 'Machine Learning', 'Robotics research']","['Transportation', 'Healthcare', 'Manufacturing']",,,,,,
427,https://neurips.cc/virtual/2022/poster/54659,Unifying Voxel-based Representation with Transformer for 3D Object Detection,Poster,NeurIPS,2022,"In this work, we present a unified framework for multi-modality 3D object detection, named UVTR. The proposed method aims to unify multi-modality representations in the voxel space for accurate and robust single- or cross-modality 3D detection. To this end, the modality-specific space is first designed to represent different inputs in the voxel feature space. Different from previous work, our approach preserves the voxel space without height compression to alleviate semantic ambiguity and enable spatial connections. To make full use of the inputs from different sensors, the cross-modality interaction is then proposed, including knowledge transfer and modality fusion. In this way, geometry-aware expressions in point clouds and context-rich features in images are well utilized for better performance and robustness. The transformer decoder is applied to efficiently sample features from the unified space with learnable positions, which facilitates object-level interactions. In general, UVTR presents an early attempt to represent different modalities in a unified framework. It surpasses previous work in single- or multi-modality entries. The proposed method achieves leading performance in the nuScenes test set for both object detection and the following object tracking task. Code is made publicly available at https://github.com/dvlab-research/UVTR.",,https://openreview.net/forum?id=XA4ru9mfxTP,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/54659.png?t=1668436526.9194381,https://neurips.cc/virtual/2022/poster/54659,Not relevant,Not relevant,"['3D object detection', 'Voxel-based representation', 'Transformer', 'Multi-modality', 'Knowledge transfer', 'Modality fusion', 'Point clouds', 'Images']",['Automotive'],,,,,,
430,https://neurips.cc/virtual/2022/poster/53376,Improving Out-of-Distribution Generalization by Adversarial Training with Structured Priors,Poster,NeurIPS,2022,"Deep models often fail to generalize well in test domains when the data distribution differs from that in the training domain. Among numerous approaches to address this Out-of-Distribution (OOD) generalization problem, there has been a growing surge of interest in exploiting Adversarial Training (AT) to improve OOD performance. Recent works have revealed that the robust model obtained by conducting sample-wise AT also retains transferability to biased test domains. In this paper, we empirically show that sample-wise AT has limited improvement on OOD performance. Specifically, we find that AT can only maintain performance at smaller scales of perturbation while Universal AT (UAT) is more robust to larger-scale perturbations. This provides us with clues that adversarial perturbations with universal (low dimensional) structures can enhance the robustness against large data distribution shifts that are common in OOD scenarios. Inspired by this, we propose two AT variants with low-rank structures to train OOD-robust models. Extensive experiments on DomainBed benchmark show that our proposed approaches outperform Empirical Risk Minimization (ERM) and sample-wise AT. Our code is available at https://github.com/NOVAglow646/NIPS22-MAT-and-LDAT-for-OOD.",,https://openreview.net/forum?id=Ku1afTnmozi,https://neurips.cc/virtual/2022/poster/53376,https://neurips.cc/virtual/2022/poster/53376,Robustness,Defence,"['Out-of-Distribution Generalization', 'Adversarial Training', 'Structured Priors', 'Deep models', 'OOD performance', 'Transferability', 'Universal AT', 'Empirical Risk Minimization']",,,,,,,
